catalogue:80/container_fs_io_current,catalogue:80/container_fs_usage_bytes,edge-router:80/container_fs_io_current,edge-router:80/container_fs_usage_bytes,orders:80/container_fs_io_current,orders:80/container_fs_usage_bytes,shipping:80/container_fs_io_current,shipping:80/container_fs_usage_bytes,payment:80/container_fs_usage_bytes,payment:80/container_fs_io_current,carts:80/container_fs_io_current,carts:80/container_fs_usage_bytes
0.199996364,2.072689587,75.06999745,465.0012727,0.199996364,2.072689587,25.50955472,268.9321624,0.0,0.0,0.0,0.0
0.200003636,2.072764959,66.98181818,388.43636360000005,0.200007273,2.109167606,21.45454545,228.8545455,0.0,0.0,0.0,0.0
0.200025458,2.09117524,53.52240705,349.3682393,0.2,2.145454545,18.4185167,194.0217095,0.0,0.0,0.0,0.0
0.2,2.109090909,69.19565731,469.3666006,0.2,2.145454545,23.96363636,252.1636364,0.0,0.0,0.0,0.0
0.2,2.054545455,68.20124002,446.29902360000006,0.199992728,2.163557689,27.52677224,284.6675515,0.0,0.0,0.0,0.0
0.200003636,2.036400662,70.09218349,436.48066330000006,0.199996364,2.12723405,29.99108815,309.7502865,0.0,0.0,0.0,0.0
0.2,2.018181818,56.8,396.5272727,0.2,2.109090909,28.03636364,294.8363636,0.0,0.0,0.0,0.0
0.199996364,2.018145125,76.11185861,544.9834539,0.2,2.090909091,30.85566748,322.5208189,0.0,0.0,0.0,0.0
0.19998182,2.017998364,72.67272727,506.0363636,0.2,2.127272727,29.6,309.56363639999995,0.0,0.0,0.0,0.0
0.200003636,2.000036364,72.56495573,479.29962360000013,0.2,2.109090909,24.14545455,262.4181818,0.0,0.0,0.0,0.0
0.2,2.036363636,59.67489727,402.5600931,0.2,2.109090909,26.54545455,274.0363636,0.0,0.0,0.0,0.0
0.2,2.018181818,74.00134548,502.5545919,0.200043646,2.127736961,27.80050546,289.2779869,0.0,0.0,0.0,0.0
0.2,2.0,79.18181818,523.7272727,0.199967278,2.072388155,20.38181818,209.9454545,0.0,0.0,0.0,0.0
0.199989092,2.018071742,62.54545455,413.0909091,0.200003636,2.036400662,21.67272727,224.0727273,0.0,0.0,0.0,0.0
0.199992728,2.036289589,54.76363636,397.5272727,0.200003636,2.090947108,21.69051472,223.3959383,0.0,0.0,0.0,0.0
0.2,2.018181818,72.17263257,518.1522352,0.200003636,2.054582811,19.12796829,197.8253755,0.0,0.0,0.0,0.0
0.199989092,2.036252568,73.72074429,533.9257159,0.2,2.072727273,22.29090909,238.4727273,0.0,0.0,0.0,0.0
0.2,2.054545455,64.33312119,443.8039822,0.2,2.127272727,24.12727273,258.0181818,0.0,0.0,0.0,0.0
0.2,2.018181818,57.26960348,401.3599258,0.2,2.109090909,30.47716031,317.0824847,0.0,0.0,0.0,0.0
0.199996364,2.0545081,69.81818182,449.9818182,0.20001091,2.054657527,31.67272727,327.4181818,0.0,0.0,0.0,0.0
0.2,2.054545455,57.11792616,345.7434238,0.2,2.109090909,28.50857257,299.2854675,0.0,0.0,0.0,0.0
0.199996364,2.072689587,48.60088365,294.8962708,0.199989092,2.127156701,31.83636364,324.2545455,0.0,0.0,0.0,0.0
0.2,2.072727273,54.61818182,338.6363636000001,0.200025458,2.127543506,28.66959968,289.5502309,0.0,0.0,0.0,0.0
0.199996364,2.072689587,66.87272727,409.6727273,0.2,2.127272727,23.81818182,244.5454545,0.0,0.0,0.0,0.0
0.200003636,2.054582811,64.87272727,378.0,0.199996364,2.163597026,25.61818182,254.2909091,0.0,0.0,0.0,0.0
0.199989092,2.072614221,54.57983346,361.1141413,0.2,2.127272727,23.96363636,236.3636364,0.0,0.0,0.0,0.0
0.2,2.072727273,71.61818182,479.6181818,0.2,2.109090909,18.2,184.7636364,0.0,0.0,0.0,0.0
0.199989092,2.036252568,77.25595011,481.5360279,0.2,2.054545455,20.27272727,203.5636364,0.0,0.0,0.0,0.0
0.2,2.018181818,66.78546103,406.4948997,0.2,2.018181818,23.88700031,241.7059027,0.0,0.0,0.0,0.0
0.200007273,2.054620168,61.8,421.1272727,0.199985456,2.054396044,17.3423014,182.0759862,0.0,0.0,0.0,0.0
0.2,2.090909091,74.21683242,512.3361393,0.199985456,1.999854556,24.23460112,242.0733038,0.0,0.0,0.0,0.0
0.20001091,2.072840337,74.21953126,464.2993509,0.200014547,2.000145465,30.0,298.9272727,0.0,0.0,0.0,0.0
0.199996364,2.036326612,62.77725256,374.1727874,0.199978184,2.054321347,29.49090909,291.8181818,0.0,0.0,0.0,0.0
0.199970913,2.054246655,61.45342812,421.3741568,0.2,2.036363636,29.16363636,285.2727273,0.0,0.0,0.0,0.0
0.2,2.018181818,75.74545455,519.4,0.200014547,2.036511746,29.4914453,293.9689813,0.0,0.0,0.0,0.0
0.2,2.0,73.38181818,470.0181818,0.199992728,2.109014218,25.70815607,263.6631395,0.0,0.0,0.0,0.0
0.2,2.0,54.63636364,379.3454545,0.2,2.127272727,27.63636364,277.1090909,0.0,0.0,0.0,0.0
0.2,1.981818182,68.34669721,488.8088874,0.2,2.145454545,21.74584992,223.9313442,0.0,0.0,0.0,0.0
0.2,1.945454545,78.20710974,549.8499864,0.2,2.1636363640000003,26.84954432,276.1901297,0.0,0.0,0.0,0.0
0.2,2.0,78.89377796,557.311175,0.2,2.1636363640000003,23.07272727,236.7636364,0.0,0.0,0.0,0.0
0.2,2.018181818,68.83636364,480.6727273,0.2,2.181818182,21.70909091,225.2909091,0.0,0.0,0.0,0.0
0.2,2.0,66.16483936,475.6450117,0.2,2.1636363640000003,22.79958546,231.6685151,0.0,0.0,0.0,0.0
0.2,2.018181818,75.09227440000002,511.4820269,0.2,2.1636363640000003,23.23847623,241.4401309,0.0,0.0,0.0,0.0
0.2,2.054545455,63.48975473,405.3744477,0.2,2.145454545,22.83843986,241.5128648,0.0,0.0,0.0,0.0
0.199985456,2.090757036,50.6172615,304.7035508,0.199996364,2.1817785130000003,28.28679465,299.2837405,0.0,0.0,0.0,0.0
0.2,2.127272727,56.03636364,346.5090909,0.2,2.181818182,30.74489555,308.4307558000001,0.0,0.0,0.0,0.0
0.200007273,2.109167606,75.76225887,480.6639879,0.200003636,2.127311406,27.03685522,272.3322242,0.0,0.0,0.0,0.0
0.200003636,2.072764959,63.85570647,395.0253641000001,0.2,2.1636363640000003,29.69144894,305.8601065,0.0,0.0,0.0,0.0
0.200003636,2.072764959,51.85360266,364.0297449,0.2,2.145454545,28.94545455,296.1272727,0.0,0.0,0.0,0.0
0.2,2.072727273,70.76363636,494.0,0.2,2.145454545,26.05454545,265.2181818,0.0,0.0,0.0,0.0
0.2,2.054545455,70.58310151,465.6993764,0.2,2.1636363640000003,23.76363636,249.4545455,0.0,0.0,0.0,0.0
0.200007273,2.090985127,68.43263095,423.3587259,0.199996364,2.12723405,25.67272727,270.43636360000005,0.0,0.0,0.0,0.0
0.2,2.090909091,62.69204895,401.7527591,0.200003636,2.109129257,23.98225422,254.7137221,0.0,0.0,0.0,0.0
0.2,2.072727273,75.72727273,504.6909091,0.2,2.109090909,20.9814367,221.74142290000003,0.0,0.0,0.0,0.0
0.199974549,2.054284,74.65454545,466.1636364,0.2,2.145454545,22.56363636,238.4727273,0.0,0.0,0.0,0.0
0.200003636,2.072764959,62.29090909,378.5090909,0.2,2.090909091,21.45415538,222.6868602,0.0,0.0,0.0,0.0
0.2,2.054545455,61.67497,427.2155351,0.199996364,2.090871075,26.10861621,280.9039836,0.0,0.0,0.0,0.0
0.199996364,2.0545081,77.09090909,538.5636364,0.199992728,2.072651904,25.78181818,276.7272727,0.0,0.0,0.0,0.0
0.200003636,2.090947108,75.49228168,544.3008055,0.20001091,2.072840337,26.76314976,288.5038454,0.0,0.0,0.0,0.0
0.2,2.054545455,54.19901456,400.0472719,0.2,2.054545455,29.94545455,315.2,0.0,0.0,0.0,0.0
0.2,2.018181818,64.56363636,465.6363636,0.2,2.036363636,33.52727273,353.9090909,0.0,0.0,0.0,0.0
0.2,2.036363636,76.73006291,521.5098731,0.2,2.054545455,29.45400993,315.23063219999995,0.0,0.0,0.0,0.0
0.200018183,2.018365306,59.22679662,396.9486471,0.2,2.072727273,26.92727273,287.0181818,0.0,0.0,0.0,0.0
0.2,2.036363636,57.12727273,356.6,0.199996364,2.072689587,28.70856894,303.2490318,0.0,0.0,0.0,0.0
0.200003636,2.054582811,66.28367814,427.0806821000001,0.2,2.109090909,25.1277296,271.3503882,0.0,0.0,0.0,0.0
0.2,2.090909091,78.29090909,516.7090909,0.199996364,2.12723405,25.50909091,274.0181818,0.0,0.0,0.0,0.0
0.199996364,2.072689587,68.52727273,446.0,0.2,2.145454545,20.87158882,224.2786757,0.0,0.0,0.0,0.0
0.200018183,2.091099191,64.27272727,459.6909091,0.2,2.1636363640000003,22.92727273,246.6363636,0.0,0.0,0.0,0.0
0.2,2.109090909,80.03781887,569.4103529,0.199963643,2.18142156,20.1087253,217.7596771,0.0,0.0,0.0,0.0
0.2,2.127272727,78.67415771,561.8283968999998,0.2,2.127272727,26.7081197,289.8076434,0.0,0.0,0.0,0.0
0.2,2.109090909,64.00116366,445.3535519,0.199963643,2.145064534,27.67272727,301.3818182,0.0,0.0,0.0,0.0
0.199989092,2.090795048,63.09893987,451.7665885,0.2,2.127272727,26.72775869,289.60526560000005,0.0,0.0,0.0,0.0
0.200025458,2.109359373,76.78181818,501.5090909,0.199996364,2.072689587,31.89032927,341.5756077,0.0,0.0,0.0,0.0
0.199992728,2.090833061,57.89196167,354.1155294,0.2,2.090909091,32.6,340.5818182,0.0,0.0,0.0,0.0
0.20001091,2.072840337,52.90716701,317.6975383,0.2,2.127272727,27.96465326,287.5195462,0.0,0.0,0.0,0.0
0.199996364,2.072689587,58.16363636,344.1818182,0.2,2.145454545,26.81866943,277.2414044,0.0,0.0,0.0,0.0
0.2,2.054545455,69.85327539,400.1563608,0.20010551,2.110203562,27.96363636,289.7272727,0.0,0.0,0.0,0.0
0.20001091,2.018291907,60.32727273,330.0181818,0.199992728,2.181738846,27.03636364,285.4,0.0,0.0,0.0,0.0
0.199978184,2.017961677,53.58181818,335.1454545,0.200029095,2.127582194,22.01778149,230.1594516,0.0,0.0,0.0,0.0
0.2,2.018181818,71.05583738,466.8448517,0.200003636,2.090947108,20.43636364,221.5272727,0.0,0.0,0.0,0.0
0.19998182,2.017998364,73.27539183,488.2177534,0.2,2.109090909,22.34545455,244.2545455,0.0,0.0,0.0,0.0
0.2,2.054545455,68.34669721,450.3718249,0.2,2.109090909,22.54463474,248.7545907,0.0,0.0,0.0,0.0
0.199978184,2.054321347,62.09643682,434.6750577,0.2,2.145454545,26.76314976,292.067417,0.0,0.0,0.0,0.0
0.2,2.018181818,72.87007745,520.2538089999998,0.199996364,2.163597026,27.41868034,293.6053383,0.0,0.0,0.0,0.0
0.200003636,2.036400662,70.76363636,467.9454545,0.2,2.181818182,29.92346429,319.6320468,0.0,0.0,0.0,0.0
0.199989092,2.036252568,58.58075308,373.7750223000001,0.2,2.1636363640000003,30.85454545,329.9090909,0.0,0.0,0.0,0.0
0.2,2.054545455,64.2,409.7090909,0.2,2.181818182,30.80056001,327.9877816,0.0,0.0,0.0,0.0
0.2,2.054545455,74.74409556,490.7365321,0.199985456,2.145298524,27.36413389,287.6234113,0.0,0.0,0.0,0.0
0.20001091,2.072840337,73.12727273,477.3090909,0.2,2.145454545,29.05507373,311.0056546,0.0,0.0,0.0,0.0
0.199989092,2.036252568,59.08553768,385.1104445,0.2,2.181818182,28.83636364,312.4181818,0.0,0.0,0.0,0.0
0.2,2.0,73.09090909,488.6181818,0.200003636,2.163675703,26.36555386,283.8388246,0.0,0.0,0.0,0.0
0.199996364,2.072689587,76.78042217,487.3911383,0.200003636,2.181857852,24.12727273,260.7636364,0.0,0.0,0.0,0.0
0.2,2.109090909,59.21925853,386.0797469,0.199992728,2.199920003,23.27315042,252.33186060000003,0.0,0.0,0.0,0.0
0.2,2.090909091,58.27166779,384.5930074,0.2,2.1636363640000003,23.65497555,256.15011180000005,0.0,0.0,0.0,0.0
0.20001091,2.109205957,68.8,457.7090909,0.200018183,2.127466133,25.41818182,271.9636364,0.0,0.0,0.0,0.0
0.2,2.127272727,77.52727273,490.7636364,0.2,2.145454545,24.52816466,265.8460308,0.0,0.0,0.0,0.0
0.199996364,2.145415538,62.43749886,395.9344715,0.2,2.109090909,26.65503009,289.9143621,0.0,0.0,0.0,0.0
0.200003636,2.109129257,70.85454545,465.3818182,0.199989092,2.108975874,27.8,300.0727273,0.0,0.0,0.0,0.0
0.199992728,2.109014218,83.25303176,511.95432810000005,0.2,2.090909091,27.45454545,295.9454545,0.0,0.0,0.0,0.0
0.2,2.090909091,64.83636364,386.3818182,0.199985456,2.090757036,31.51195563,340.3945813,0.0,0.0,0.0,0.0
0.2,2.054545455,63.74545455,395.4181818,0.199996364,2.109052563,29.87272727,324.6,0.0,0.0,0.0,0.0
0.20001091,2.018291907,67.37446824,427.5533578,0.2,2.145454545,29.27006636,319.116444,0.0,0.0,0.0,0.0
0.2,1.981818182,78.38609379,470.24383150000006,0.2,2.127272727,28.29296676,307.1859772,0.0,0.0,0.0,0.0
0.2,2.018181818,64.10909091,372.6545455,0.2,2.1636363640000003,26.16220933,288.3479083000001,0.0,0.0,0.0,0.0
0.2,2.054545455,61.56811404,409.5570587,0.2,2.181818182,24.39911276,268.6265954,0.0,0.0,0.0,0.0
